"","Word","Length","Freq_KF","Freq_HAL","SUBTLWF","Ortho_N","Phono_N","NSyll","NMorph","I_Mean_RT","I_Zscore","Obs","I_Mean_Accuracy"
"322","bloke",5,"1","886","4.670",2,13,"1","1","794.350","0.293","27","0.61"
"323","blond",5,"11","3,228","10.450",4,4,"1","1","569.700","-0.711","27","0.97"
"324","blood",5,"121","51,801","186.120",4,8,"1","1","571.970","-0.728","28","1.00"
"325","bloom",5,"12","3,773","5.510",3,10,"1","1","641.333","-0.448","25","0.97"
"326","blots",5,"4","141","0.160",8,12,"1","2","687.367","-0.403","27","0.86"
"327","blown",5,"9","5,759","15.900",5,11,"1","2","634.033","-0.539","27","0.94"
"328","blows",5,"8","4,716","15.550",11,16,"1","2","627.400","-0.615","27","1.00"
"329","blues",5,"22","12,589","10.250",6,16,"1","2","569.171","-0.715","26","1.00"
"330","bluff",5,"8","1,101","6.220",1,4,"1","1","697.706","-0.323","28","1.00"
"331","blunt",5,"9","1,713","4.900",2,4,"1","1","617.875","-0.661","28","0.97"
"332","blurb",5,"#","1,710","0.250",1,5,"1","1","830.864","0.010","27","0.69"
"333","blush",5,"2","1,254","2.670",4,6,"1","1","555.969","-0.671","27","1.00"
"334","board",5,"239","79,617","64.160",3,35,"1","1","562.727","-0.687","27","1.00"
"335","boast",5,"8","958","1.060",6,21,"1","1","626.242","-0.542","27","0.97"
"336","boats",5,"51","5,615","11.750",9,22,"1","2","603.355","-0.635","28","0.94"
"337","Bobby",5,"23","7,378","69.550",4,21,"2","2","681.344","-0.372","27","0.97"
"338","Bob's",5,"1","2,102","#",3,31,"1","2","670.788","-0.395","26","0.97"
"339","bodes",5,"1","122","0.200",11,24,"1","2","737.200","-0.054","23","0.48"
"340","bogey",5,"5","209","2.490",2,10,"2","1","923.200","0.584","23","0.45"
"341","bogus",5,"3","4,929","2.710",2,1,"2","1","677.500","-0.115","28","0.76"
"342","boils",5,"2","1,551","2.000",9,21,"1","2","665.424","-0.504","27","0.97"
"343","bolts",5,"1","3,106","2.180",10,9,"1","2","601.062","-0.651","28","0.97"
"344","bombs",5,"35","6,192","14.270",4,23,"1","2","584.938","-0.678","28","1.00"
"345","bonds",5,"47","7,818","6.670",8,9,"1","2","575.059","-0.751","28","0.97"
"346","boner",5,"#","483","2.330",9,15,"2","2","724.786","-0.229","26","0.80"
"347","bones",5,"20","7,197","30.610",16,33,"1","2","597.545","-0.709","28","0.97"
"348","bongo",5,"1","576","2.690",2,2,"2","1","690.258","-0.347","27","0.89"
"349","bonny",5,"#","416","1.860",4,22,"2","1","923.688","0.384","22","0.47"
"350","bonus",5,"2","14,547","9.200",3,2,"2","1","674.970","-0.476","28","1.00"
"351","booby",5,"4","515","2.530",4,15,"2","1","954.071","0.404","24","0.88"
"352","books",5,"96","111,046","67.760",13,25,"1","2","580.545","-0.706","26","0.97"
"353","boors",5,"1","29","0.120",9,20,"1","2","759.214","0.115","27","0.47"
"354","boost",5,"15","4,758","4.510",2,17,"1","1","608.030","-0.636","28","0.97"
"355","booth",5,"7","4,464","20.370",4,19,"1","1","595.029","-0.588","27","1.00"
"356","boots",5,"20","10,725","19.160",19,28,"1","2","563.647","-0.761","25","1.00"
"357","booty",5,"3","372","6.140",5,19,"2","1","731.290","-0.217","26","0.97"
"358","booze",5,"4","962","10.940",2,55,"1","1","637.742","-0.335","27","0.97"
"359","borax",5,"1","342","0.100",1,1,"2","1","822.000","0.213","25","0.40"
"360","bored",5,"14","7,024","20.180",11,35,"1","2","599.647","-0.707","26","1.00"
"361","borer",5,"1","34","0.040",9,15,"2","2","691.524","-0.249","25","0.64"
"362","bores",5,"2","268","0.800",16,39,"1","2","674.750","-0.319","26","0.80"
"363","boric",5,"#","212","0.020",2,5,"2","2","761.727","0.138","25","0.32"
"364","borne",5,"8","6,011","1.020",6,23,"1","2","820.308","0.372","26","0.37"
"365","boron",5,"1","186","0.160",3,1,"2","1","1,052.545","0.658","17","0.31"
"366","bosom",5,"8","551","3.120",1,1,"2","1","892.455","0.123","24","0.65"
"367","bossy",5,"#","311","1.750",3,8,"2","2","677.419","-0.327","27","0.97"
"368","botch",5,"#","243","0.310",5,27,"1","1","741.000","0.155","26","0.61"
"369","bough",5,"2","296","0.290",9,37,"1","1","736.455","0.090","23","0.65"
"370","bound",5,"42","12,725","18.430",7,17,"1","1","639.606","-0.535","26","1.00"
"371","bouts",5,"3","522","0.510",7,21,"1","2","758.429","0.013","27","0.62"
"372","bowed",5,"7","1,014","0.800",15,49,"1","2","712.900","-0.229","22","0.94"
"373","bowel",5,"#","953","3.590",7,6,"1","1","667.129","-0.304","28","0.94"
"374","bower",5,"1","387","0.250",15,25,"1","1","933.778","0.581","21","0.55"
"375","Bowie",5,"1","1,443","2.820",0,18,"2","1","756.850","-0.080","24","0.61"
"376","bowls",5,"3","1,100","2.180",9,41,"1","2","617.097","-0.402","24","0.91"
"377","boxed",5,"2","3,530","1.310",9,4,"1","2","605.486","-0.669","27","1.00"
"378","boxer",5,"1","1,744","3.840",6,2,"2","2","574.906","-0.695","27","0.94"
"379","boxes",5,"14","24,778","15.690",10,5,"2","2","625.943","-0.635","28","1.00"
"380","boy's",5,"16","2,837","#",2,27,"1","2","564.467","-0.668","28","0.97"
"381","brace",5,"14","1,418","6.250",9,19,"1","1","583.875","-0.568","27","0.97"
"382","braid",5,"#","501","0.940",3,28,"1","1","703.061","-0.389","27","0.97"
"383","brain",5,"45","54,113","77.020",7,28,"1","1","583.875","-0.738","25","1.00"
"384","brake",5,"2","6,154","5.980",7,21,"1","1","662.088","-0.454","28","1.00"
"385","brand",5,"17","25,019","13.960",4,8,"1","1","562.471","-0.718","27","1.00"
"386","brash",5,"1","246","0.410",4,11,"1","1","751.500","-0.007","28","0.67"
"387","brass",5,"19","12,055","12.120",8,14,"1","1","652.500","-0.545","28","0.88"
"388","brave",5,"24","5,524","31.710",7,14,"1","1","573.094","-0.833","27","0.97"
"389","bravo",5,"1","2,368","19.020",1,0,"2","1","650.281","-0.334","26","0.97"
"390","brawl",5,"1","1,090","2.120",4,16,"1","1","592.290","-0.635","28","0.94"
"391","brawn",5,"#","269","0.570",6,18,"1","1","800.913","0.115","27","0.70"
"392","bread",5,"41","9,063","28.330",6,19,"1","1","589.500","-0.768","29","1.00"
"393","break",5,"88","47,766","221.080",6,21,"1","1","604.147","-0.656","28","1.00"
"394","breed",5,"17","15,241","6.330",6,23,"1","1","647.176","-0.570","25","1.00"
"395","Brett",5,"4","8,383","5.710",1,12,"1","1","729.516","-0.147","28","0.94"
"396","Brian",5,"5","44,247","35.550",3,0,"1","1","693.455","-0.348","27","0.97"
"397","briar",5,"1","201","0.760",2,7,"1","1","783.913","-0.013","23","0.70"
"398","bribe",5,"1","1,123","6.040",4,7,"1","1","753.424","-0.217","26","1.00"
"399","brick",5,"18","3,969","10.180",8,23,"1","1","586.000","-0.719","26","0.97"
"400","bride",5,"33","3,676","24.220",4,22,"1","1","617.121","-0.566","27","0.97"
"401","brief",5,"73","19,495","14.350",2,8,"1","1","615.324","-0.734","26","1.00"
"402","brine",5,"#","2,429","0.310",7,17,"1","1","731.200","-0.186","25","0.61"
"403","bring",5,"158","56,510","327.160",5,16,"1","1","675.500","-0.466","27","1.00"
"404","brink",5,"3","1,291","2.490",8,6,"1","1","629.759","-0.467","27","0.88"
"405","brisk",5,"7","348","1.040",3,4,"1","1","708.061","-0.386","28","1.00"
"406","broad",5,"84","12,608","14.730",2,17,"1","1","570.344","-0.666","27","0.94"
"407","broil",5,"2","113","0.290",0,3,"1","1","695.059","-0.274","28","1.00"
"408","broke",5,"72","14,085","105.000",2,13,"1","1","572.290","-0.698","26","0.94"
"409","bronc",5,"3","51","0.630",1,1,"1","#","882.000","0.679","25","0.03"
"410","Bronx",5,"9","1,144","6.270",1,3,"1","1","682.548","-0.408","27","0.94"
"411","brood",5,"9","695","1.080",4,23,"1","1","750.000","-0.046","24","0.71"
"412","brook",5,"3","2,791","2.040",3,8,"1","1","731.833","-0.117","27","0.91"
"413","broom",5,"2","600","4.760",4,15,"1","1","694.235","-0.402","26","0.97"
"414","broth",5,"3","768","0.880",5,10,"1","1","686.750","-0.272","26","0.82"
"415","brown",5,"176","42,129","60.120",8,14,"1","1","653.265","-0.409","28","0.97"
"416","brows",5,"5","169","0.240",6,13,"1","2","714.581","-0.261","27","0.89"
"417","Bruce",5,"4","25,888","21.330",5,16,"1","1","655.794","-0.559","27","1.00"
"418","bruin",5,"#","276","0.060",2,1,"2","1","719.667","-0.125","22","0.47"
"419","brunt",5,"1","537","0.490",3,6,"1","1","634.818","-0.411","26","0.67"
"420","brush",5,"44","5,701","14.160",3,4,"1","1","639.382","-0.540","28","1.00"
"421","brute",5,"6","2,816","3.180",1,19,"1","1","684.290","-0.431","26","0.94"
"422","bucks",5,"6","11,121","56.200",15,27,"1","2","625.871","-0.573","28","0.94"
"423","buddy",5,"13","8,318","102.880",3,18,"2","1","640.879","-0.526","28","0.97"
"424","budge",5,"3","509","2.040",5,17,"1","1","616.286","-0.580","28","0.82"
"425","buffs",5,"1","859","0.140",8,17,"1","2","669.406","-0.255","26","0.91"
"426","buggy",5,"6","4,444","2.490",5,14,"2","1","679.097","-0.395","27","0.94"
"427","bugle",5,"2","435","1.730",1,0,"2","1","798.778","0.077","24","0.53"
"428","Buick",5,"3","1,714","1.980",2,0,"2","1","677.067","-0.357","25","0.94"
"429","build",5,"86","47,708","48.080",2,29,"1","1","596.676","-0.646","27","1.00"
"430","built",5,"103","39,879","41.160",3,26,"1","1","617.250","-0.457","27","0.97"
"431","bulbs",5,"3","2,127","1.710",3,0,"1","2","607.529","-0.622","28","1.00"
"432","bulge",5,"5","1,264","0.940",4,3,"1","1","708.167","-0.354","26","0.94"
"433","bulgy",5,"#","11","0.040",4,3,"2","2","809.286","0.053","24","0.41"
"434","bulks",5,"1","15","0.020",10,7,"1","2","737.464","-0.178","28","0.88"
"435","bulky",5,"9","890","0.510",5,4,"2","2","679.242","-0.344","28","0.94"
"436","bulls",5,"2","2,546","5.180",15,19,"1","2","594.152","-0.689","28","0.97"
"437","bully",5,"4","1,379","7.220",12,20,"2","1","658.500","-0.538","28","0.97"
"438","bumps",5,"1","1,780","3.470",10,13,"1","2","623.061","-0.591","27","0.97"
"439","bumpy",5,"#","500","3.730",4,6,"2","2","756.743","-0.121","28","1.00"
"440","bunch",5,"17","30,310","58.880",8,8,"1","1","616.000","-0.588","27","1.00"
"441","bunks",5,"17","153","1.080",10,12,"1","2","713.000","-0.220","27","0.91"
"442","bunny",5,"1","5,325","18.550",8,21,"2","1","609.471","-0.464","28","0.97"
"443","buoys",5,"1","108","0.200",0,7,"2","2","951.217","0.560","20","0.68"
"444","burly",5,"3","208","0.330",4,18,"2","1","736.652","-0.138","25","0.68"
"445","Burma",5,"17","2,017","1.550",0,2,"2","1","808.759","0.123","27","0.91"
"446","burns",5,"23","6,687","23.140",7,29,"1","2","639.500","-0.593","28","1.00"
"447","burnt",5,"6","2,437","9.570",3,15,"1","2","672.484","-0.352","27","0.97"
"448","burro",5,"1","111","0.900",1,5,"2","1","771.500","0.029","24","0.44"
"449","burrs",5,"1","133","0.060",5,48,"1","2","974.944","0.348","27","0.53"
"450","burst",5,"33","6,353","8.530",4,28,"1","1","697.281","-0.424","28","1.00"
"451","buses",5,"6","2,557","3.940",7,11,"2","2","706.700","-0.207","25","0.91"
"452","bushy",5,"#","453","0.490",6,7,"2","2","669.379","-0.441","27","0.88"
"453","busts",5,"3","336","1.410",10,14,"1","2","579.452","-0.716","26","0.91"
"454","butch",5,"#","1,568","6.430",8,13,"1","1","717.839","-0.293","25","0.91"
"455","butte",5,"1","356","0.530",2,3,"1","1","773.000","0.212","14","0.29"
"456","butts",5,"5","1,725","5.730",4,26,"1","2","664.065","-0.509","27","0.94"
"457","buxom",5,"1","206","0.100",0,0,"2","1","704.429","0.055","22","0.41"
"458","buyer",5,"2","17,902","5.180",3,19,"1","2","707.161","-0.155","28","0.97"
"459","bylaw",5,"#","109","0.120",0,0,"2","2","823.208","0.194","26","0.73"
"460","Byron",5,"16","2,427","3.060",3,4,"2","1","785.379","-0.071","26","0.83"
"461","byway",5,"#","12","0.140",0,1,"2","2","795.097","0.045","27","0.89"
"462","cabby",5,"#","35","0.750",1,16,"2","2","729.591","-0.147","25","0.67"
"463","cabin",5,"23","3,130","19.650",2,2,"2","1","644.941","-0.516","27","1.00"
"464","cable",5,"7","41,840","21.730",6,8,"2","1","584.824","-0.792","26","1.00"
"465","cab's",5,"2","17","#",4,17,"1","2","719.062","-0.308","25","0.97"
"466","cacao",5,"1","128","#",1,0,"3","1","865.800","0.872","5","0.31"
"467","cache",5,"1","28,689","0.610",1,27,"1","1","753.690","-0.194","20","0.88"
"468","caddy",5,"1","657","2.840",4,25,"2","1","758.433","-0.014","27","0.91"
"469","cadet",5,"4","1,017","3.450",2,1,"2","1","744.680","-0.197","28","0.76"
"470","cadre",5,"3","628","0.240",3,0,"2","1","977.769","0.708","9","0.41"
"471","cafes",5,"5","346","0.310",9,2,"2","2","739.185","-0.250","19","0.87"
"472","caged",5,"1","293","1.630",12,9,"1","2","668.794","-0.410","28","0.94"
"473","cages",5,"2","1,289","2.430",14,9,"2","2","664.091","-0.460","26","0.94"
"474","cagey",5,"2","76","0.570",4,5,"2","1","873.643","0.257","22","0.42"
"475","Cairo",5,"5","5,467","2.670",1,4,"2","1","785.207","-0.129","24","0.88"
"476","caked",5,"2","83","0.180",13,11,"1","2","711.194","-0.223","27","0.94"
"477","cakes",5,"3","1,339","5.710",19,25,"1","2","615.188","-0.711","27","1.00"
"478","calls",5,"70","46,308","80.330",13,31,"1","2","623.114","-0.491","28","1.00"
"479","calve",5,"#","29","#",4,23,"1","1","956.562","0.309","19","0.48"
"480","camel",5,"1","3,375","5.020",1,8,"2","1","688.697","-0.441","27","0.97"
"481","cameo",5,"1","1,087","0.470",2,1,"3","1","665.065","-0.399","25","0.91"
"482","camps",5,"18","6,192","3.760",8,10,"1","2","680.970","-0.402","23","0.97"
"483","canal",5,"3","2,775","6.390",2,0,"2","1","637.394","-0.477","23","0.97"
"484","candy",5,"16","4,887","35.780",7,16,"2","1","684.188","-0.530","27","0.97"
"485","canny",5,"#","140","0.220",6,23,"2","1","758.826","0.004","27","0.74"
"486","canoe",5,"7","1,727","3.570",1,2,"2","1","723.581","-0.424","28","0.94"
"487","canon",5,"5","6,562","0.980",4,7,"2","1","696.938","-0.337","26","1.00"
"488","can't",5,"169","275,909","#",1,18,"1","2","592.750","-0.587","22","0.97"
"489","caper",5,"6","457","1.760",6,13,"2","1","742.130","-0.023","26","0.68"
"490","capes",5,"4","134","0.310",15,20,"1","2","744.742","-0.168","26","0.89"
"491","carat",5,"#","157","0.350",1,12,"2","1","777.950","0.312","21","0.59"
"492","cards",5,"36","235,985","48.020",10,13,"1","2","529.059","-0.807","28","1.00"
"493","cared",5,"15","3,291","14.180",17,21,"1","2","649.968","-0.387","26","0.94"
"494","cares",5,"9","11,474","39.670",24,34,"1","2","623.968","-0.533","28","0.91"
"495","caret",5,"#","296","#",7,12,"2","1","903.455","0.949","13","0.33"
"496","cargo",5,"7","3,796","9.000",5,5,"2","1","659.688","-0.484","24","0.94"
"497","carob",5,"1","63","0.220",2,8,"2","1","868.818","0.340","15","0.31"
"498","carol",5,"2","6,570","28.730",3,10,"2","1","637.793","-0.427","27","0.88"
"499","carry",5,"88","36,637","65.900",11,24,"2","1","668.794","-0.492","27","1.00"
"500","car's",5,"7","1,036","#",8,30,"1","2","675.871","-0.418","28","0.97"
"501","carte",5,"1","530","1.180",6,20,"1","1","1,039.316","0.739","22","0.58"
"502","carts",5,"5","3,349","1.880",16,15,"1","2","672.000","-0.516","27","0.97"
"503","carve",5,"3","861","3.100",6,10,"1","1","710.138","-0.245","24","0.88"
"504","cased",5,"1","153","0.410",10,25,"1","2","786.923","0.039","24","0.87"
"505","cases",5,"148","56,347","28.160",16,16,"2","2","646.156","-0.577","27","0.91"
"506","casks",5,"1","118","0.160",6,6,"1","2","687.105","-0.227","21","0.54"
"507","caste",5,"3","1,616","0.860",8,28,"1","1","695.077","-0.195","21","0.79"
"508","casts",5,"6","1,657","0.980",11,10,"1","2","644.242","-0.610","26","0.97"
"509","catch",5,"43","22,587","135.510",8,31,"1","1","549.061","-0.764","27","1.00"
"510","cater",5,"4","1,387","1.250",8,15,"2","1","752.393","-0.043","27","0.80"
"511","Cathy",5,"20","2,784","10.730",2,9,"2","2","674.030","-0.416","25","1.00"
"512","cat's",5,"1","2,174","#",6,27,"1","2","554.515","-0.766","28","1.00"
"513","catty",5,"#","128","0.370",9,25,"2","2","696.269","-0.310","27","0.79"
"514","cause",5,"130","79,705","310.040",2,35,"1","1","568.242","-0.698","28","1.00"
"515","caved",5,"1","347","1.120",12,12,"1","2","670.667","-0.381","28","0.97"
"516","caves",5,"6","2,774","3.960",19,18,"1","2","685.235","-0.399","28","1.00"
"517","cease",5,"15","3,892","8.730",4,32,"1","1","716.094","-0.370","22","0.97"
"518","Cecil",5,"1","1,793","1.960",0,3,"2","1","743.516","0.088","24","0.89"
"519","cedar",5,"1","3,003","2.490",0,25,"2","1","697.767","-0.453","26","0.94"
"520","cello",5,"#","1,453","1.860",4,5,"2","1","730.263","-0.141","24","0.59"
"521","cells",5,"81","28,772","11.960",12,29,"1","2","653.125","-0.618","27","0.94"
"522","cents",5,"25","29,830","21.840",11,9,"1","2","616.529","-0.471","25","1.00"
"523","chafe",5,"1","78","0.250",2,6,"1","1","887.385","0.284","21","0.42"
"524","chain",5,"50","23,315","21.220",2,41,"1","1","552.333","-0.690","27","1.00"
"525","chair",5,"66","18,589","49.240",3,36,"1","1","607.030","-0.692","28","0.97"
"526","chalk",5,"3","1,662","3.590",0,18,"1","1","640.794","-0.575","28","0.97"
"527","champ",5,"1","2,536","15.120",5,10,"1","1","666.353","-0.506","21","0.97"
"528","chant",5,"2","5,188","2.270",2,11,"1","1","696.567","-0.249","24","0.91"
"529","chaos",5,"17","19,314","9.390",4,4,"2","1","739.235","-0.184","28","1.00"
"530","chaps",5,"1","470","2.570",8,23,"1","2","680.786","-0.420","28","0.88"
"531","chard",5,"#","181","0.100",6,19,"1","1","794.294","-0.074","25","0.50"
"532","charm",5,"26","3,829","15.570",5,8,"1","1","582.710","-0.676","26","1.00"
"533","chart",5,"22","10,661","9.470",5,16,"1","1","576.606","-0.648","27","0.94"
"534","chase",5,"18","9,066","32.800",5,16,"1","1","660.333","-0.536","28","1.00"
"535","chasm",5,"2","1,055","0.350",2,1,"2","1","781.083","0.037","19","0.75"
"536","cheap",5,"24","34,326","36.240",2,20,"1","1","618.971","-0.614","25","0.97"
"537","cheat",5,"3","6,137","17.670",4,22,"1","1","609.765","-0.742","25","0.97"
"538","check",5,"88","170,581","278.980",4,24,"1","1","596.091","-0.629","27","0.97"
"539","cheek",5,"20","3,555","7.160",4,33,"1","1","641.848","-0.545","23","0.97"
"540","cheep",5,"#","707","0.120",5,20,"1","1","635.143","-0.352","22","0.70"
"541","cheer",5,"8","1,904","18.690",3,39,"1","1","603.471","-0.685","22","1.00"
"542","chess",5,"3","11,301","7.450",4,22,"1","1","676.633","-0.485","26","0.88"
"543","chest",5,"53","13,012","40.980",4,18,"1","1","619.125","-0.669","28","0.97"
"544","Chevy",5,"1","3,956","3.430",1,6,"2","1","644.312","-0.565","28","0.97"
"545","chick",5,"3","3,178","26.160",8,33,"1","1","565.970","-0.739","27","0.97"
"546","chide",5,"2","69","0.100",4,25,"1","1","713.389","-0.116","24","0.53"
"547","chief",5,"119","19,007","77.900",2,14,"1","1","540.970","-0.774","19","0.97"
"548","child",5,"213","64,729","157.650",3,9,"1","1","622.212","-0.744","27","0.94"
"549","Chile",5,"1","3,960","1.140",9,21,"2","1","694.067","-0.353","24","0.94"
"550","chili",5,"6","1,783","7.490",3,21,"2","1","722.741","-0.199","26","0.84"
"551","chill",5,"14","3,585","16.240",4,31,"1","1","640.371","-0.527","27","1.00"
"552","chime",5,"#","1,077","0.920",7,10,"1","1","665.774","-0.320","26","0.91"
"553","chimp",5,"#","337","3.000",6,5,"1","1","623.710","-0.482","27","0.91"
"554","China",5,"69","33,442","24.860",5,3,"2","1","617.727","-0.645","27","1.00"
"555","chins",5,"2","297","0.690",9,20,"1","2","671.533","-0.375","25","0.91"
"556","chips",5,"3","20,592","16.240",7,24,"1","2","604.000","-0.673","24","0.97"
"557","chirp",5,"#","298","0.590",1,9,"1","1","858.731","-0.050","26","0.76"
"558","chive",5,"1","13","#",6,6,"1","1","710.522","-0.245","25","0.74"
"559","chock",5,"#","496","0.180",7,33,"1","1","737.071","-0.018","21","0.42"
"560","choir",5,"8","2,131","5.310",1,2,"1","1","593.121","-0.593","26","0.97"
"561","choke",5,"9","2,959","6.470",5,21,"1","1","596.875","-0.627","27","0.97"
"562","chomp",5,"1","217","0.250",3,5,"1","1","803.679","0.082","26","0.82"
"563","chops",5,"3","892","5.430",9,23,"1","2","571.250","-0.612","28","1.00"
"564","chord",5,"7","4,237","1.820",2,34,"1","1","749.759","-0.309","25","0.83"
"565","chore",5,"7","581","1.000",7,38,"1","1","609.419","-0.570","25","0.97"
"566","chose",5,"37","13,608","18.670",7,36,"1","1","595.710","-0.572","22","0.91"
"567","chuck",5,"14","12,545","21.490",6,23,"1","1","731.710","-0.378","23","0.91"
"568","chump",5,"1","286","4.100",7,15,"1","1","713.588","-0.357","26","1.00"
